Id;Parent;Label;Identifier;"Compliance score";Description;Disabled;Justification;Applicable
4976;4974;"Article 24.2";II.C04.A24.2;0;"In addition to the requirements referred to in paragraph 1, central counterparties shall ensure that their ICT business For the purposes of point (c)(ii), the secondary processing site referred to in that point shall have a geographical risk profile
which is distinct from that of the primary site.
continuity policy:
(a) contains a maximum recovery time for their critical functions that is not longer than 2 hours;
(b) takes into account external links and interdependencies within the financial infrastructures, including trading venues
cleared by the central counterparty, securities settlement and payment systems, and credit institutions used by the
central counterparty or a linked central counterparty;
(c) requires that arrangements are in place to:
(i) ensure the continuity of critical or important functions of the central counterparty based on disaster
scenarios;
(ii) maintain a secondary processing site capable of ensuring continuity of critical or important functions of the
central counterparty identical to the primary site;
(iii) maintain or have immediate access to a secondary business site, to allow staff to ensure continuity of the
service if the primary location of business is not available;
(iv) consider the need for additional processing sites, in particular where the diversity of the risk profiles of the
primary and secondary sites does not provide sufficient confidence that the central counterparty’s business
continuity objectives will be met in all scenarios.
For the purposes of point (a), central counterparties shall complete end of day procedures and payments on the required
time and day in all circumstances.
For the purposes of point (c)(i), arrangements referred to in that point shall address the availability of adequate human
resources, the maximum downtime of critical functions, and fail over and recovery to a secondary site.";;;1
4977;4974;"Article 24.3";II.C04.A24.3;0;"In addition to the requirements referred to in paragraph 1, central securities depositories shall ensure that their ICT
business continuity policy:
(a) takes into account any links and interdependencies to users, critical utilities and critical service providers, other
central securities depositories and other market infrastructures;
(b) requires its ICT business continuity arrangements to ensure that the recovery time objective for their critical or
important functions shall not be longer than 2 hours.";;;1
4978;4974;"Article 24.4";II.C04.A24.4;0;"In addition to the requirements referred to in paragraph 1, trading venues shall ensure that their ICT business
continuity policy ensures that:
(a) trading can be resumed within or close to 2 hours of a disruptive incident;
(b) the maximum amount of data that may be lost from any IT service of the trading venue after a disruptive incident is
close to zero.";;;1
4979;4973;"Article 25 - Testing of the ICT business continuity plans";II.C04.A25;;;1;;0
4980;4979;"Article 25.1";II.C04.A25.1;0;"When testing the ICT business continuity plans in accordance with Article 11(6), of Regulation (EU) 2022/2554,
financial entities shall take into account the financial entity’s business impact analysis (BIA) and the ICT risk assessment
referred to in Article 3(1), point (b), of this Regulation.";;;1
4981;4979;"Article 25.2";II.C04.A25.2;0;"Financial entities shall assess through the testing of their ICT business continuity plans referred to in paragraph 1
whether they are able to ensure the continuity of the financial entity’s critical or important functions. That testing shall:
(a) be performed on the basis of test scenarios that simulate potential disruptions, including an adequate set of severe
but plausible scenarios;
(b) contain the testing of ICT services provided by ICT third-party service providers, where applicable;
(c) for financial entities, other than microenterprises, as referred to in Article 11(6), second subparagraph, of Regulation
(EU) 2022/2554, contain scenarios of switchover from primary ICT infrastructure to the redundant capacity,
backups and redundant facilities;
(d) be designed to challenge the assumptions on which the business continuity plans are based, including governance
arrangements and crisis communication plans;
(e) contain procedures to verify the ability of the financial entities’ staff, of ICT third-party service providers, of ICT
systems, and ICT services to respond adequately to the scenarios duly taken into account in accordance with
Article 26(2).
For the purposes of point (a), financial entities shall always include in the testing the scenarios considered for the
development of the business continuity plans.
For the purposes of point (b), financial entities shall duly consider scenarios linked to insolvency or failures of the ICT thirdparty service providers or linked to political risks in the ICT third-party service providers’ jurisdictions, where relevant.
For the purposes of point (c), the testing shall verify whether at least critical or important functions can be operated
appropriately for a sufficient period of time, and whether the normal functioning may be restored.";;;1
4982;4979;"Article 25.3";II.C04.A25.3;0;"In addition to the requirements referred to in paragraph 2, central counterparties shall involve in the testing of their
ICT business continuity plans referred to in paragraph 1:
(a) clearing members;
(b) external providers; c) relevant institutions in the financial infrastructure with which central counterparties have identified
interdependencies in their business continuity policies.";;;1
4983;4979;"Article 25.4";II.C04.A25.4;0;"In addition to the requirements referred to in paragraph 2, central securities depositories shall involve in the testing
of their ICT business continuity plans referred to in paragraph 1, as appropriate:
(a) users of the central securities depositories;
(b) critical utilities and critical service providers;
(c) other central securities depositories;
(d) other market infrastructures;
(e) any other institutions with which central securities depositories have identified interdependencies in their business
continuity policy";;;1
4984;4979;"Article 25.5";II.C04.A25.5;0;"Financial entities shall document the results of the testing referred to in paragraph 1. Any identified deficiencies
resulting from that testing shall be analysed, addressed, and reported to the management body";;;1
4985;4973;"Article 26 - ICT response and recovery plans";II.C04.A26;;;1;;0
4986;4985;"Article 26.1";II.C04.A26.1;0;"When developing the ICT response and recovery plans referred to in Article 11(3) of Regulation (EU) 2022/2554,
financial entities shall take into account the results of the financial entity’s business impact analysis (BIA). Those ICT
response and recovery plans shall:
(a) specify the conditions prompting their activation or deactivation, and any exceptions for such activation or
deactivation;
(b) describe what actions are to be taken to ensure the availability, integrity, continuity, and recovery of at least ICT
systems and services supporting critical or important functions of the financial entity;
(c) be designed to meet the recovery objectives of the operations of the financial entities;
(d) be documented and made available to the staff involved in the execution of ICT response and recovery plans and be
readily accessible in case of emergency;
(e) provide for both short-term and long-term recovery options, including partial systems recovery;
(f) lay down the objectives of ICT response and recovery plans and the conditions to declare a successful execution of
those plans.
For the purposes of point (d), financial entities shall clearly specify roles and responsibilities.";;;1
4987;4985;"Article 26.2";II.C04.A26.2;0;"The ICT response and recovery plans referred to in paragraph 1 shall identify relevant scenarios, including scenarios
of severe business disruptions and increased likelihood of occurrence of disruption. Those plans shall develop scenarios
based on current information on threats and on lessons learned from previous occurrences of business disruptions.
Financial entities shall duly take into account all of the following scenarios:
(a) cyber-attacks and switchovers between the primary ICT infrastructure and the redundant capacity, backups, and
redundant facilities;
(b) scenarios in which the quality of the provision of a critical or important function deteriorates to an unacceptable
level or fails, and duly consider the potential impact of the insolvency, or other failures, of any relevant ICT thirdparty service provider;
(c) partial or total failure of premises, including office and business premises, and data centres;
(d) substantial failure of ICT assets or of the communication infrastructure; (e) the non-availability of a critical number of staff or staff members in charge of guaranteeing the continuity of
operations;
(f) impact of climate change and environment degradation related events, natural disasters, pandemics, and physical
attacks, including intrusions and terrorist attacks;
(g) insider attacks;
(h) political and social instability, including, where relevant, in the ICT third-party service provider’s jurisdiction and the
location where the data are stored and processed;
(i) widespread power outages.";;;1
4988;4985;"Article 26.3";II.C04.A26.3;0;"Where the primary recovery measures may not be feasible in the short term because of costs, risks, logistics, or
unforeseen circumstances, the ICT response and recovery plans referred to in paragraph 1 shall consider alternative options.";;;1
4989;4985;"Article 26.4";II.C04.A26.4;0;"As part of the ICT response and recovery plans referred to in paragraph 1, financial entities shall consider and
implement continuity measures to mitigate failures of ICT third-party service providers of ICT services supporting critical
or important functions of the financial entity";;;1
4990;4883;"CHAPTER V - Report on the ICT risk management framework review";II.C05;;;1;;0
4991;4990;"Article 27 - Format and content of the report on the review of the ICT risk management framework";II.C05.A27;;;1;;0
4992;4991;"Article 27.1";II.C05.A27.1;0;"Financial entities shall submit the report on the review of the ICT risk management framework referred to in
Article 6(5) of Regulation (EU) 2022/2554 in a searchable electronic format.";;;1
4993;4991;"Article 27.2";II.C05.A27.2;0;"Financial entities shall include all of the following information in the report referred to in paragraph 1:
(a) an introductory section that:
(i) clearly identifies the financial entity that is the subject of the report, and describes its group structure, where
relevant;
(ii) describes the context of the report in terms of the nature, scale, and complexity of the financial entity’s
services, activities, and operations, its organisation, identified critical functions, strategy, major ongoing
projects or activities, relationships and its dependence on in-house and contracted ICT services and systems
or the implications that a total loss or severe degradation of such systems would have in terms of critical or
important functions and market efficiency;
(iii) summarises the major changes in the ICT risk management framework since the previous report submitted;
(iv) provides an executive level summary of the current and near-term ICT risk profile, threat landscape, the
assessed effectiveness of its controls, and the security posture of the financial entity;
(b) the date of the approval of the report by the management body of the financial entity;
(c) a description of the reason for the review of the ICT risk management framework in accordance with Article 6(5) of
Regulation (EU) 2022/2554.;
(d) the start and end dates of the review period;
(e) an indication of the function responsible for the review;
(f) a description of the major changes and improvements to the ICT risk management framework since the previous
review; (g) a summary of the findings of the review and detailed analysis and assessment of the severity of the weaknesses,
deficiencies, and gaps in the ICT risk management framework during the review period;
(h) a description of the measures to address identified weaknesses, deficiencies, and gaps, including all of the following:
(i) a summary of measures taken to remediate to identified weaknesses, deficiencies and gaps;
(ii) an expected date for implementing the measures and dates related to the internal control of the
implementation, including information on the state of progress of the implementation of those measures as
at the date of drafting of the report, explaining, where applicable, if there is a risk that deadlines may not be
respected;
(iii) tools to be used, and the identification of the function responsible for carrying out the measures, detailing
whether the tools and functions are internal or external;
(iv) a description of the impact of the changes envisaged in the measures on the financial entity’s budgetary,
human, and material resources, including resources dedicated to the implementation of any corrective
measures;
(v) information on the process for informing the competent authority, where appropriate;
(vi) where the weaknesses, deficiencies, or gaps identified are not subject to corrective measures, a detailed
explanation of the criteria used to analyse the impact of those weaknesses, deficiencies, or gaps, to evaluate
the related residual ICT risk, and of the criteria used to accept the related residual risk;
(i) information on planned further developments of the ICT risk management framework;
(j) conclusions resulting from the review of the ICT risk management framework;
(k) information on past reviews, including:
(i) a list of past reviews to date;
(ii) where applicable, a state of implementation of the corrective measures identified by the last report;
(iii) where the proposed corrective measures in past reviews have proven ineffective or have created unexpected
challenges, a description of how those corrective measures could be improved or of those unexpected
challenges;
(l) sources of information used in the preparation of the report, including all of the following:
(i) for financial entities other than microenterprises as referred to in Article 6(6) of Regulation (EU) 2022/2554,
the results of internal audits;
(ii) the results of compliance assessments;
(iii) results of digital operational resilience testing, and where applicable the results of advanced testing, based on
threat-led penetration testing (TLPT), of ICT tools, systems, and processes;
(iv) external sources.
For the purposes of point (c), where the review was initiated following supervisory instructions, or conclusions derived
from relevant digital operational resilience testing or audit processes, the report shall contain explicit references to such
instructions or conclusions, allowing for the identification of the reason for initiating the review. Where the review was
initiated following ICT-related incidents, the report shall contain the list of all ICT-related incidents with incident rootcause analysis.
For the purposes of point (f), the description shall contain an analysis of the impact of the changes on the financial entity’s
digital operational resilience strategy, on the financial entity’s ICT internal control framework, and on the financial entity’s
ICT risk management governance.";;;1
4994;;"TITLE III - SIMPLIFIED ICT RISK MANAGEMENT FRAMEWORK FOR FINANCIAL ENTITIES REFERRED TO IN ARTICLE 16(1) OF REGULATION (EU) 2022/2554";III;;;1;;1
4995;4994;"CHAPTER I - Simplified ICT risk management framework";III.C01;;;1;;0
4996;4995;"Article 28 - Governance and organisation";III.C01.A28;;;1;;0
4997;4996;"Article 28.1";III.C01.A28.1;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall have in place an internal
governance and control framework that ensures an effective and prudent management of ICT risk to achieve a high level of
digital operational resilience.";;;1
4998;4996;"Article 28.2";III.C01.A28.2;0;"The financial entities referred to in paragraph 1 shall, as part of their simplified ICT risk management framework,
ensure that their management body:
(a) bears the overall responsibility for ensuring that the simplified ICT risk management framework allows for the
achievement of the financial entity’s business strategy in accordance with the risk appetite of that financial entity,
and ensures that ICT risk is considered in that context;
(b) sets clear roles and responsibilities for all ICT-related tasks;
(c) sets out information security objectives and ICT requirements;
(d) approves, oversees, and periodically reviews:
(i) the classification of information assets of the financial entity as referred to in Article 30(1) of this Regulation,
the list of main risks identified, and the business impact analysis and related policies;
(ii) the business continuity plans of the financial entity, and the response and recovery measures referred to in
Article 16(1), point (f), of Regulation (EU) 2022/2554;
(e) allocates and reviews at least once a year the budget necessary to fulfil the financial entity’s digital operational
resilience needs in respect of all types of resources, including relevant ICT security awareness programmes and
digital operational resilience training and ICT skills for all staff;
(f) specifies and implements the policies and measures included in Chapters I, II and III of this Title to identify, assess
and manage the ICT risk the financial entity is exposed to;
(g) identifies and implements procedures, ICT protocols, and tools that are necessary to protect all information assets
and ICT assets;
(h) ensures that the staff of the financial entity is kept up to date with sufficient knowledge and skills to understand and
assess ICT risk and its impact on the operations of the financial entity, commensurate to the ICT risk being managed;
(i) establishes reporting arrangements, including the frequency, form, and content of reporting to the management
body on the information security and digital operational resilience.";;;1
4999;4996;"Article 28.3";III.C01.A28.3;0;"The financial entities referred to in paragraph 1 may, in accordance with Union and national sectoral law, outsource
the tasks of verifying compliance with ICT risk management requirements to ICT intra-group or ICT third-party service
providers. In case of such outsourcing, financial entities shall remain fully responsible for the verification of compliance
with the ICT risk management requirements";;;1
5000;4996;"Article 28.4";III.C01.A28.4;0;"The financial entities referred to in paragraph 1 shall ensure an appropriate segregation and the independence of
control functions and internal audit functions.";;;1
5001;4996;"Article 28.5";III.C01.A28.5;0;"The financial entities referred to in paragraph 1 shall ensure that their simplified ICT risk management framework is
subject to an internal audit by auditors, in line with the financial entities’ audit plan. The auditors shall have sufficient
knowledge, skills, and expertise in ICT risk, and shall be independent. The frequency and focus of ICT audits shall be
commensurate to the ICT risk of the financial entity.";;;1
5002;4996;"Article 28.6";III.C01.A28.6;0;"Based on the outcome of the audit referred to in paragraph 5, the financial entities referred to in paragraph 1 shall
ensure the timely verification and remediation of critical ICT audit findings.";;;1
5003;4995;"Article 29 - Information security policy and measures";III.C01.A29;;;1;;0
5004;5003;"Article 29.1";III.C01.A29.1;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall develop, document, and
implement an information security policy in the context of the simplified ICT risk management framework. That
information security policy shall specify the high-level principles and rules to protect the confidentiality, integrity,
availability, and authenticity of data and of the services those financial entities provide.";;;1
5005;5003;"Article 29.2";III.C01.A29.2;0;"Based on their information security policy referred to in paragraph 1, the financial entities referred to in paragraph 1
shall establish and implement ICT security measures to mitigate their exposure to ICT risk, including mitigating measures
implemented by ICT third-party service providers.
The ICT security measures shall include all of the measures referred to in Articles 30 to 38.";;;1
5006;4995;"Article 30 - Classification of information assets and ICT assets";III.C01.A30;;;1;;0
5007;5006;"Article 30.1";III.C01.A30.1;0;"As part of the simplified ICT risk management framework referred to in Article 16(1), point (a), of Regulation
(EU) 2022/2554, the financial entities referred to in paragraph 1 of that Article shall identify, classify, and document all
critical or important functions, the information assets and ICT assets supporting them and their interdependencies.
Financial entities shall review that identification and classification as needed.";;;1
5008;5006;"Article 30.2";III.C01.A30.2;0;"The financial entities referred to in paragraph 1 shall identify all critical or important functions supported by ICT
third-party service providers.";;;1
5009;4995;"Article 31 - ICT risk management";III.C01.A31;;;1;;0
5010;5009;"Article 31.1";III.C01.A31.1;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall include in their simplified ICT
risk management framework all of the following:
(a) a determination of the risk tolerance levels for ICT risk, in accordance with the risk appetite of the financial entity;
(b) the identification and assessment of the ICT risks to which the financial entity is exposed;
(c) the specification of mitigation strategies at least for the ICT risks that are not within the risk tolerance levels of the
financial entity;
(d) the monitoring of the effectiveness of the mitigation strategies referred to in point (c);
(e) the identification and assessment of any ICT and information security risks resulting from any major change in ICT
system or ICT services, processes, or procedures, and from ICT security testing results and after any major ICTrelated incident.";;;1
5011;5009;"Article 31.2";III.C01.A31.2;0;"The financial entities referred to in paragraph 1 shall carry out and document the ICT risk assessment periodically
commensurate to the financial entities’ ICT risk profile.";;;1
5012;5009;"Article 31.3";III.C01.A31.3;0;"The financial entities referred to in paragraph 1 shall continuously monitor threats and vulnerabilities that are
relevant to their critical or important functions, and information assets and ICT assets, and shall regularly review the risk
scenarios impacting those critical or important functions.";;;1
5013;5009;"Article 31.4";III.C01.A31.4;0;"The financial entities referred to in paragraph 1 shall set out alert thresholds and criteria to trigger and initiate ICTrelated incident response processes.";;;1
5014;4995;"Article 32 - Physical and environmental security";III.C01.A32;;;1;;0
5015;5014;"Article 32.1";III.C01.A32.1;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall identify and implement
physical security measures designed on the basis of the threat landscape and in accordance with the classification referred
to in Article 30(1) of this Regulation, the overall risk profile of ICT assets, and accessible information assets.";;;1
5016;5014;"Article 32.2";III.C01.A32.2;0;"The measures referred to in paragraph 1 shall protect the premises of financial entities and, where applicable, data centres of financial entities where ICT assets and information assets reside from unauthorised access, attacks, and accidents, and from environmental threats and hazards.";;;1
5017;5014;"Article 32.3";III.C01.A32.3;0;"The protection from environmental threats and hazards shall be commensurate with the importance of the premises concerned and, where applicable, the data centres and the criticality of the operations or ICT systems located therein.";;;1
5018;4994;"CHAPTER II - Further elements of systems, protocols, and tools to minimise the impact of ICT risk";III.C02;;;1;;0
5019;5018;"Article 33 - Access Control";III.C02.A33;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall develop, document, and implement procedures for the control of logical and physical access and shall enforce, monitor, and periodically review those procedures. Those procedures shall contain the following elements of control of logical and physical access: (a) access rights to information assets, ICT assets, and their supported functions, and to critical locations of operation of the financial entity, are managed on a need-to-know, need-to-use and least privileges basis, including for remote and emergency access; (b) user accountability, which ensures that users can be identified for the actions performed in the ICT systems; (c) account management procedures to grant, change, or revoke access rights for user and generic accounts, including generic administrator accounts; (d) authentication methods that are commensurate to the classification referred to in Article 30(1) and to the overall risk profile of ICT assets, and which are based on leading practices; (e) access rights are periodically reviewed and are withdrawn when no longer required. For the purposes of point (c), the financial entity shall assign privileged, emergency, and administrator access on a need-touse or an ad-hoc basis for all ICT systems, and shall be logged in accordance with Article 34, first paragraph, point (f). For the purposes of point (d), financial entities shall use strong authentication methods that are based on leading practices
for remote access to the financial entities’ network, for privileged access, and for access to ICT assets supporting critical or
important functions that are publicly available.";;;1
5020;5018;"Article 34 - ICT operations security";III.C02.A34;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall, as part of their systems, protocols, and tools, and for all ICT assets: (a) monitor and manage the lifecycle of all ICT assets; (b) monitor whether the ICT assets are supported by ICT third-party service providers of financial entities, where applicable; (c) identify capacity requirements of their ICT assets and measures to maintain and improve the availability and efficiency of ICT systems and prevent ICT capacity shortages before they materialise; (d) perform automated vulnerability scanning and assessments of ICT assets commensurate to their classification as referred to in Article 30(1) and to the overall risk profile of the ICT asset, and deploy patches to address identified vulnerabilities; (e) manage the risks related to outdated, unsupported, or legacy ICT assets; (f) log events related to logical and physical access control, ICT operations, including system and network traffic activities, and ICT change management; (g) identify and implement measures to monitor and analyse information on anomalous activities and behaviour for critical or important ICT operations; (h) implement measures to monitor relevant and up-to-date information about cyber threats; (i) implement measures to identify possible information leakages, malicious code and other security threats, and publicly known vulnerabilities in software and hardware, and check for corresponding new security updates. For the purposes of point (f), financial entities shall align the level of detail of the logs with their purpose and usage of the ICT asset producing those logs.";;;1
5021;5018;"Article 35 - Data, system and network security";III.C02.A35;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall, as part of their systems, protocols, and tools, develop and implement safeguards that ensure the security of networks against intrusions and data misuse and that preserve the availability, authenticity, integrity, and confidentiality of data. In particular, financial entities shall, taking into account the classification referred to in Article 30(1) of this Regulation, establish all of the following: (a) the identification and implementation of measures to protect data in use, in transit, and at rest; (b) the identification and implementation of security measures regarding the use of software, data storage media, systems and endpoint devices that transfer and store data of the financial entity; (c) the identification and implementation of measures to prevent and detect unauthorised connections to the financial entity’s network, and to secure the network traffic between the financial entity’s internal networks and the internet and other external connections; (d) the identification and implementation of measures that ensure the availability, authenticity, integrity, and confidentiality of data during network transmissions; (e) a process to securely delete data on premises, or that are stored externally, that the financial entity no longer needs to collect or store; (f) a process to securely dispose of, or decommission, data storage devices on premises, or data storage devices that are stored externally, that contain confidential information; (g) the identification and implementation of measures to ensure that teleworking and the use of private endpoint
devices does not adversely impact the financial entity’s ability to carry out its critical activities in an adequate,
timely, and secure manner.";;;1
5022;5018;"Article 36 - ICT security testing";III.C02.A36;;;1;;0
5023;5022;"Article 36.1";III.C02.A36.1;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall establish and implement an ICT security testing plan to validate the effectiveness of their ICT security measures developed in accordance with Articles 33, 34 and 35 and Articles 37 and 38 of this Regulation. Financial entities shall ensure that that plan considers threats and vulnerabilities identified as part of the simplified ICT risk management framework referred to in Article 31 of this Regulation.";;;1
5024;5022;"Article 36.2";III.C02.A36.2;0;"The financial entities referred to in paragraph 1 shall review, asses and test ICT security measures, taking into consideration the overall risk profile of the ICT assets of the financial entity";;;1
5025;5022;"Article 36.3";III.C02.A36.3;0;"The financial entities referred to in paragraph 1 shall monitor and evaluate the results of the security tests and update their security measures accordingly without undue delay in the case of ICT systems supporting critical or important functions.";;;1
5026;5018;"Article 37 - ICT systems acquisition, development, and maintenance";III.C02.A37;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall design and implement, where appropriate, a procedure governing the acquisition, development, and maintenance of ICT systems following a risk-based approach. That procedure shall: (a) ensure that, before any acquisition or development of ICT systems takes place, the functional and non-functional requirements, including information security requirements, are clearly specified and approved by the business function concerned; (b) ensure the testing and approval of ICT systems prior to their first use and before introducing changes to the production environment; (c) identify measures to mitigate the risk of unintentional alteration or intentional manipulation of the ICT systems during development and implementation in the production environment.";;;1
5027;5018;"Article 38 - ICT project and change management";III.C02.A38;;;1;;0
5028;5027;"Article 38.1";III.C02.A38.1;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall develop, document, and implement an ICT project management procedure and shall specify the roles and responsibilities for its implementation. That procedure shall cover all stages of the ICT projects from their initiation to their closure.";;;1
5029;5027;"Article 38.2";III.C02.A38.2;0;"The financial entities referred to in paragraph 1 shall develop, document, and implement an ICT change management procedure to ensure that all changes to ICT systems are recorded, tested, assessed, approved, implemented, and verified in a controlled manner and with the adequate safeguards to preserve the financial entity’s digital operational resilience.";;;1
5030;4994;"CHAPTER III - ICT business continuity management";III.C03;;;1;;0
5031;5030;"Article 39 - Components of the ICT business continuity plan";III.C03.A39;;;1;;0
5032;5031;"Article 39.1";III.C03.A39.1;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall develop their ICT business continuity plans considering the results of the analysis of their exposures to and potential impact of severe business disruptions and scenarios to which their ICT assets supporting critical or important functions might be exposed, including a cyber-attack scenario";;;1
5033;5031;"Article 39.2";III.C03.A39.2;0;"The ICT business continuity plans referred to in paragraph 1 shall: (a) be approved by the management body of the financial entity; (b) be documented and readily accessible in the event of an emergency or crisis; (c) allocate sufficient resources for their execution; (d) establish planned recovery levels and timeframes for the recovery and resumption of functions and key internal and external dependencies, including ICT third-party service providers; (e) identify the conditions that may prompt the activation of the ICT business continuity plans and what actions are to be taken to ensure the availability, continuity, and recovery of the financial entities’ ICT assets supporting critical or important functions; (f) identify the restoration and recovery measures for critical or important business functions, supporting processes, information assets, and their interdependencies to avoid adverse effects on the functioning of the financial entities; (g) identify backup procedures and measures that specify the scope of the data that are subject to the backup, and the minimum frequency of the backup, based on the criticality of the function using those data; (h) consider alternative options where recovery may not be feasible in the short term because of costs, risks, logistics, or unforeseen circumstances; (i) specify the internal and external communication arrangements, including escalation plans; (j) be updated in line with lessons learned from incidents, tests, new risks, and threats identified, changed recovery objectives, major changes to the financial entity’s organisation, and to the ICT assets supporting critical or business functions. For the purposes of point (f), the measures referred to in that point shall provide for the mitigation of failures of critical third-party providers.";;;1
5035;5031;"Article 40.1";III.C03.A40.1;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall test their business continuity plans referred to in Article 39 of this Regulation, including the scenarios referred to in that Article, at least once every year for the back-up and restore procedures, or upon every major change of the business continuity plan.";;;1
5036;5031;"Article 40.2";III.C03.A40.2;0;"The testing of business continuity plans referred to in paragraph 1 shall demonstrate that the financial entities referred to in that paragraph are able to sustain the viability of their businesses until critical operations are re-established and identify any deficiencies in those plans.";;;1
5037;5031;"Article 40.3";III.C03.A40.3;0;"The financial entities referred to in paragraph 1 shall document the results of the testing of business continuity plans and any identified deficiencies resulting from that testing shall be analysed, addressed, and reported to the management body";;;1
5034;5030;"Article 40 - Testing of business continuity plans";III.C03.A40;;;1;;0
5038;4994;"CHAPTER IV - Report on the review of the simplified ICT risk management framework";III.C04;;;1;;0
5039;5038;"Article 41 - Format and content of the report on the review of the simplified ICT risk management framework";III.C04.A41;;;1;;0
5040;5039;"Article 41.1";III.C04.A41.1;0;"The financial entities referred to in Article 16(1) of Regulation (EU) 2022/2554 shall submit the report on the review of the ICT risk management framework referred to in paragraph 2 of that Article in a searchable electronic format.";;;1
5041;5039;"Article 41.2";III.C04.A41.2;0;"The report referred to in paragraph 1 shall contain all of the following information: (a) an introductory section providing: (i) a description of the context of the report in terms of the nature, scale, and complexity of the financial entity’s services, activities, and operations, the financial entity’s organisation, identified critical functions, strategy, major ongoing projects or activities, and relationships, and the financial entity’s dependence on in-house and outsourced ICT services and systems, or the implications that a total loss or severe degradation of such systems would have on critical or important functions and market efficiency; (ii) an executive level summary of the current and near-term ICT risk identified, threat landscape, the assessed effectiveness of its controls, and the security posture of the financial entity; (iii) information about the reported area; (iv) a summary of the major changes in the ICT risk management framework since the previous report; (v) a summary and a description of the impact of major changes to the simplified ICT risk management framework since the previous report; (b) where applicable, the date of the approval of the report by the management body of the financial entity; (c) a description of the reasons for the review, including: (i) where the review has been initiated following supervisory instructions, evidence of such instructions; (ii) where the review has been initiated following the occurrence of ICT-related incidents, the list of all those ICTrelated incidents with related incident root-cause analysis; (d) the start and end date of the review period; (e) the person responsible for the review; (f) a summary of findings, and a self-assessment of the severity of the weaknesses, deficiencies, and gaps identified in ICT risk management framework for the review period, including a detailed analysis thereof; (g) remedying measures identified to address weaknesses, deficiencies, and gaps in the simplified ICT risk management framework, and the expected date for implementing those measures, including the follow-up on weaknesses, deficiencies, and gaps identified in previous reports, where those weaknesses, deficiencies, and gaps have not yet been remedied; (h) overall conclusions on the review of the simplified ICT risk management framework, including any further planned developments.";;;1
5042;;"TITLE IV - FINAL PROVISIONS";IV;;;1;;1
5043;5042;"Article 42 - Entry into force";IV.A42;0;"This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union.";;;1
